,tag,form,0
2517,ORG,"['sg n', 'sg g', 'sg n', '']",2
2518,ORG,"['sg n', 'sg g', 'sg n', '?', 'sg n']",1
2519,ORG,"['sg n', 'sg g', 'sg n', '?']",3
2520,ORG,"['sg n', 'sg g', 'sg n', 'sg ad']",1
2521,ORG,"['sg n', 'sg g', 'sg n', 'sg g', 'sg g', 'sg g']",1
3382,PER,"['sg n', 'sg g', 'sg n', 'sg g']",2
2522,ORG,"['sg n', 'sg g', 'sg n', 'sg g']",3
2523,ORG,"['sg n', 'sg g', 'sg n', 'sg in']",1
2524,ORG,"['sg n', 'sg g', 'sg n', 'sg n', 'sg el']",1
2525,ORG,"['sg n', 'sg g', 'sg n', 'sg n', 'sg n', 'sg g', 'sg n']",1
2526,ORG,"['sg n', 'sg g', 'sg n', 'sg n', 'sg n', 'sg g']",1
2527,ORG,"['sg n', 'sg g', 'sg n', 'sg n', 'sg n']",1
2528,ORG,"['sg n', 'sg g', 'sg n', 'sg n']",15
3383,PER,"['sg n', 'sg g', 'sg n', 'sg n']",6
2529,ORG,"['sg n', 'sg g', 'sg n', 'sg p']",1
2530,ORG,"['sg n', 'sg g', 'sg n']",178
3384,PER,"['sg n', 'sg g', 'sg n']",54
433,LOC,"['sg n', 'sg g', 'sg n']",1
2531,ORG,"['sg n', 'sg g', 'sg p', 'sg p']",1
3385,PER,"['sg n', 'sg g', 'sg p']",1
2532,ORG,"['sg n', 'sg g', 'sg p']",5
434,LOC,"['sg n', 'sg g', 'sg p']",1
3386,PER,"['sg n', 'sg g']",31984
2533,ORG,"['sg n', 'sg g']",3005
435,LOC,"['sg n', 'sg g']",181
2534,ORG,"['sg n', 'sg ill', 'sg g', 'sg g', 'sg n']",1
436,LOC,"['sg n', 'sg ill']",7
3387,PER,"['sg n', 'sg ill']",75
2535,ORG,"['sg n', 'sg ill']",17
2536,ORG,"['sg n', 'sg in', '']",15
2537,ORG,"['sg n', 'sg in', '?', 'sg in']",1
2538,ORG,"['sg n', 'sg in', '?', 'sg n']",1
2539,ORG,"['sg n', 'sg in', '?']",2
3388,PER,"['sg n', 'sg in', '?']",1
2540,ORG,"['sg n', 'sg in', 'pl g', 'sg in']",1
2541,ORG,"['sg n', 'sg in', 'sg all']",2
2542,ORG,"['sg n', 'sg in', 'sg g', 'sg g']",1
2543,ORG,"['sg n', 'sg in', 'sg g', 'sg in']",1
2544,ORG,"['sg n', 'sg in', 'sg g', 'sg kom']",1
3389,PER,"['sg n', 'sg in', 'sg g']",3
2545,ORG,"['sg n', 'sg in', 'sg g']",10
2546,ORG,"['sg n', 'sg in', 'sg in', '', 'sg g', 'sg g']",1
3390,PER,"['sg n', 'sg in', 'sg in']",1
2547,ORG,"['sg n', 'sg in', 'sg in']",6
2548,ORG,"['sg n', 'sg in', 'sg kom']",1
2549,ORG,"['sg n', 'sg in', 'sg n', '']",1
2550,ORG,"['sg n', 'sg in', 'sg n', 'sg el']",1
3391,PER,"['sg n', 'sg in', 'sg n', 'sg g']",1
2551,ORG,"['sg n', 'sg in', 'sg n', 'sg in']",1
2552,ORG,"['sg n', 'sg in', 'sg n', 'sg n']",1
3392,PER,"['sg n', 'sg in', 'sg n', 'sg n']",2
3393,PER,"['sg n', 'sg in', 'sg n']",16
2553,ORG,"['sg n', 'sg in', 'sg n']",8
2554,ORG,"['sg n', 'sg in', 'sg p', 'sg n']",1
2555,ORG,"['sg n', 'sg in']",334
3394,PER,"['sg n', 'sg in']",406
437,LOC,"['sg n', 'sg in']",68
3395,PER,"['sg n', 'sg kom', '', '?', 'sg n']",1
3396,PER,"['sg n', 'sg kom', 'sg el']",1
2556,ORG,"['sg n', 'sg kom', 'sg g', 'sg ad']",1
2557,ORG,"['sg n', 'sg kom', 'sg g', 'sg all']",1
2558,ORG,"['sg n', 'sg kom', 'sg g', 'sg g', 'sg g']",1
2559,ORG,"['sg n', 'sg kom', 'sg g', 'sg g']",1
3397,PER,"['sg n', 'sg kom', 'sg g', 'sg n']",1
3398,PER,"['sg n', 'sg kom', 'sg g']",11
2560,ORG,"['sg n', 'sg kom', 'sg g']",3
2561,ORG,"['sg n', 'sg kom', 'sg in']",2
2562,ORG,"['sg n', 'sg kom', 'sg n', '?']",1
2563,ORG,"['sg n', 'sg kom', 'sg n', 'sg g']",1
3399,PER,"['sg n', 'sg kom', 'sg n', 'sg g']",2
3400,PER,"['sg n', 'sg kom', 'sg n']",1
438,LOC,"['sg n', 'sg kom']",4
3401,PER,"['sg n', 'sg kom']",3197
2564,ORG,"['sg n', 'sg kom']",149
3402,PER,"['sg n', 'sg n', '', '', '?', '', '']",1
3403,PER,"['sg n', 'sg n', '', '', '?', 'sg n']",1
3404,PER,"['sg n', 'sg n', '', '', 'sg n', '?', 'sg g']",1
2565,ORG,"['sg n', 'sg n', '', '', 'sg n', '?']",1
2566,ORG,"['sg n', 'sg n', '', '', 'sg n', 'sg g']",1
3405,PER,"['sg n', 'sg n', '', '', 'sg n', 'sg g']",1
2567,ORG,"['sg n', 'sg n', '', '', 'sg n', 'sg n']",1
2568,ORG,"['sg n', 'sg n', '', '', 'sg n']",1
3406,PER,"['sg n', 'sg n', '', '', 'sg n']",1
2569,ORG,"['sg n', 'sg n', '', '']",3
3407,PER,"['sg n', 'sg n', '', '']",4
2570,ORG,"['sg n', 'sg n', '', '?', '']",1
3408,PER,"['sg n', 'sg n', '', '?', '?', 'sg g']",1
2571,ORG,"['sg n', 'sg n', '', '?', 'sg n', 'sg n']",2
2572,ORG,"['sg n', 'sg n', '', '?', 'sg n']",1
3409,PER,"['sg n', 'sg n', '', '?']",12
2573,ORG,"['sg n', 'sg n', '', '?']",12
3410,PER,"['sg n', 'sg n', '', 'pl n']",2
2574,ORG,"['sg n', 'sg n', '', 'sg all']",2
2575,ORG,"['sg n', 'sg n', '', 'sg el']",1
2576,ORG,"['sg n', 'sg n', '', 'sg g', '', 'sg kom']",1
3411,PER,"['sg n', 'sg n', '', 'sg g', 'sg g']",1
2577,ORG,"['sg n', 'sg n', '', 'sg g']",6
3412,PER,"['sg n', 'sg n', '', 'sg n', '', 'sg n']",1
2578,ORG,"['sg n', 'sg n', '', 'sg n', '']",1
3413,PER,"['sg n', 'sg n', '', 'sg n', '?', 'sg n']",2
2579,ORG,"['sg n', 'sg n', '', 'sg n', '?']",1
3414,PER,"['sg n', 'sg n', '', 'sg n', 'sg g']",1
2580,ORG,"['sg n', 'sg n', '', 'sg n', 'sg in']",1
3415,PER,"['sg n', 'sg n', '', 'sg n', 'sg n', 'sg in', 'sg n', 'sg n']",1
2581,ORG,"['sg n', 'sg n', '', 'sg n', 'sg n']",3
3416,PER,"['sg n', 'sg n', '', 'sg n']",41
2582,ORG,"['sg n', 'sg n', '', 'sg n']",26
439,LOC,"['sg n', 'sg n', '', 'sg n']",1
3417,PER,"['sg n', 'sg n', '', 'sg p']",1
2583,ORG,"['sg n', 'sg n', '']",147
3418,PER,"['sg n', 'sg n', '']",10
2584,ORG,"['sg n', 'sg n', '?', '', '?', 'sg in']",1
2585,ORG,"['sg n', 'sg n', '?', '', '?']",1
3419,PER,"['sg n', 'sg n', '?', '', 'sg g']",1
3420,PER,"['sg n', 'sg n', '?', '', 'sg n']",4
2586,ORG,"['sg n', 'sg n', '?', '']",18
2587,ORG,"['sg n', 'sg n', '?', '?', '', '?', '', '?']",1
2588,ORG,"['sg n', 'sg n', '?', '?', 'sg kom']",1
2589,ORG,"['sg n', 'sg n', '?', '?', 'sg n']",1
2590,ORG,"['sg n', 'sg n', '?', '?']",3
2591,ORG,"['sg n', 'sg n', '?', 'adt']",2
2592,ORG,"['sg n', 'sg n', '?', 'pl g']",1
2593,ORG,"['sg n', 'sg n', '?', 'pl n']",1
2594,ORG,"['sg n', 'sg n', '?', 'pl p']",1
2595,ORG,"['sg n', 'sg n', '?', 'sg all']",1
2596,ORG,"['sg n', 'sg n', '?', 'sg el', '', '?', '', 'pl n', 'sg n']",1
2597,ORG,"['sg n', 'sg n', '?', 'sg el']",6
2598,ORG,"['sg n', 'sg n', '?', 'sg g', '', 'sg n', 'sg n']",1
2599,ORG,"['sg n', 'sg n', '?', 'sg g', 'sg g']",2
2600,ORG,"['sg n', 'sg n', '?', 'sg g', 'sg kom']",1
2601,ORG,"['sg n', 'sg n', '?', 'sg g', 'sg n']",1
2602,ORG,"['sg n', 'sg n', '?', 'sg g']",4
3421,PER,"['sg n', 'sg n', '?', 'sg g']",7
2603,ORG,"['sg n', 'sg n', '?', 'sg in']",3
3422,PER,"['sg n', 'sg n', '?', 'sg in']",1
2604,ORG,"['sg n', 'sg n', '?', 'sg kom']",1
2605,ORG,"['sg n', 'sg n', '?', 'sg n', '', 'sg n']",1
2606,ORG,"['sg n', 'sg n', '?', 'sg n', '']",8
2607,ORG,"['sg n', 'sg n', '?', 'sg n', '?', 'sg n', 'sg n']",1
2608,ORG,"['sg n', 'sg n', '?', 'sg n', 'sg n', '']",1
2609,ORG,"['sg n', 'sg n', '?', 'sg n', 'sg n', '?', 'sg n', '']",1
2610,ORG,"['sg n', 'sg n', '?', 'sg n', 'sg n', 'sg n']",3
2611,ORG,"['sg n', 'sg n', '?', 'sg n', 'sg n']",6
3423,PER,"['sg n', 'sg n', '?', 'sg n', 'sg n']",3
2612,ORG,"['sg n', 'sg n', '?', 'sg n']",50
3424,PER,"['sg n', 'sg n', '?', 'sg n']",39
440,LOC,"['sg n', 'sg n', '?', 'sg n']",1
2613,ORG,"['sg n', 'sg n', '?']",174
3425,PER,"['sg n', 'sg n', '?']",209
441,LOC,"['sg n', 'sg n', '?']",2
2614,ORG,"['sg n', 'sg n', 'adt', '', '?']",2
3426,PER,"['sg n', 'sg n', 'adt']",10
2615,ORG,"['sg n', 'sg n', 'adt']",26
2616,ORG,"['sg n', 'sg n', 'pl abl']",2
2617,ORG,"['sg n', 'sg n', 'pl el']",1
3427,PER,"['sg n', 'sg n', 'pl el']",7
2618,ORG,"['sg n', 'sg n', 'pl es']",1
2619,ORG,"['sg n', 'sg n', 'pl g', '?']",2
2620,ORG,"['sg n', 'sg n', 'pl g', 'sg el']",1
2621,ORG,"['sg n', 'sg n', 'pl g', 'sg g']",1
2622,ORG,"['sg n', 'sg n', 'pl g', 'sg n', 'sg g']",1
2623,ORG,"['sg n', 'sg n', 'pl g']",9
3428,PER,"['sg n', 'sg n', 'pl g']",2
3429,PER,"['sg n', 'sg n', 'pl kom']",1
2624,ORG,"['sg n', 'sg n', 'pl n', '']",2
2625,ORG,"['sg n', 'sg n', 'pl n', '?', '']",1
2626,ORG,"['sg n', 'sg n', 'pl n', 'sg n', '']",1
2627,ORG,"['sg n', 'sg n', 'pl n', 'sg n', 'sg n']",1
2628,ORG,"['sg n', 'sg n', 'pl n', 'sg n']",2
2629,ORG,"['sg n', 'sg n', 'pl n']",18
3430,PER,"['sg n', 'sg n', 'pl n']",33
3431,PER,"['sg n', 'sg n', 'pl p', '']",1
3432,PER,"['sg n', 'sg n', 'pl p', 'sg n']",1
2630,ORG,"['sg n', 'sg n', 'pl p']",1
3433,PER,"['sg n', 'sg n', 'pl p']",3
3434,PER,"['sg n', 'sg n', 'pl ter']",1
2631,ORG,"['sg n', 'sg n', 's', 'sg g']",1
3435,PER,"['sg n', 'sg n', 'sg ab']",1
2632,ORG,"['sg n', 'sg n', 'sg abl', 'sg g']",1
2633,ORG,"['sg n', 'sg n', 'sg abl']",10
3436,PER,"['sg n', 'sg n', 'sg abl']",9
2634,ORG,"['sg n', 'sg n', 'sg ad']",14
3437,PER,"['sg n', 'sg n', 'sg ad']",19
2635,ORG,"['sg n', 'sg n', 'sg all', '']",2
2636,ORG,"['sg n', 'sg n', 'sg all', 'sg g', 'sg g']",1
2637,ORG,"['sg n', 'sg n', 'sg all', 'sg g']",5
2638,ORG,"['sg n', 'sg n', 'sg all', 'sg n', 'sg n', 'sg n', '', 'sg el', '']",1
2639,ORG,"['sg n', 'sg n', 'sg all']",249
3438,PER,"['sg n', 'sg n', 'sg all']",29
2640,ORG,"['sg n', 'sg n', 'sg el', '']",2
2641,ORG,"['sg n', 'sg n', 'sg el', '?']",1
2642,ORG,"['sg n', 'sg n', 'sg el', 'sg g']",1
2643,ORG,"['sg n', 'sg n', 'sg el']",43
3439,PER,"['sg n', 'sg n', 'sg el']",65
442,LOC,"['sg n', 'sg n', 'sg el']",1
3440,PER,"['sg n', 'sg n', 'sg es']",9
2644,ORG,"['sg n', 'sg n', 'sg g', '', '?', 'sg n']",1
2645,ORG,"['sg n', 'sg n', 'sg g', '', 'sg el']",1
2646,ORG,"['sg n', 'sg n', 'sg g', '']",4
2647,ORG,"['sg n', 'sg n', 'sg g', '?', '', 'sg n', '', 'sg n', 'sg g', '?']",1
2648,ORG,"['sg n', 'sg n', 'sg g', '?', 'sg g']",3
2649,ORG,"['sg n', 'sg n', 'sg g', '?', 'sg p']",1
2650,ORG,"['sg n', 'sg n', 'sg g', '?']",22
3441,PER,"['sg n', 'sg n', 'sg g', '?']",1
2651,ORG,"['sg n', 'sg n', 'sg g', 'pl g', 'sg n']",1
2652,ORG,"['sg n', 'sg n', 'sg g', 'pl n']",1
2653,ORG,"['sg n', 'sg n', 'sg g', 'sg ad']",1
2654,ORG,"['sg n', 'sg n', 'sg g', 'sg all']",2
2655,ORG,"['sg n', 'sg n', 'sg g', 'sg el', 'sg el']",1
443,LOC,"['sg n', 'sg n', 'sg g', 'sg el']",1
2656,ORG,"['sg n', 'sg n', 'sg g', 'sg el']",21
2657,ORG,"['sg n', 'sg n', 'sg g', 'sg g', '?']",1
2658,ORG,"['sg n', 'sg n', 'sg g', 'sg g', 'sg g', 'sg n']",1
2659,ORG,"['sg n', 'sg n', 'sg g', 'sg g', 'sg g']",3
2660,ORG,"['sg n', 'sg n', 'sg g', 'sg g', 'sg n']",3
2661,ORG,"['sg n', 'sg n', 'sg g', 'sg g']",32
3442,PER,"['sg n', 'sg n', 'sg g', 'sg g']",2
2662,ORG,"['sg n', 'sg n', 'sg g', 'sg ill']",1
2663,ORG,"['sg n', 'sg n', 'sg g', 'sg in']",8
3443,PER,"['sg n', 'sg n', 'sg g', 'sg n']",5
2664,ORG,"['sg n', 'sg n', 'sg g', 'sg n']",19
3444,PER,"['sg n', 'sg n', 'sg g', 'sg p']",1
444,LOC,"['sg n', 'sg n', 'sg g']",3
3445,PER,"['sg n', 'sg n', 'sg g']",643
2665,ORG,"['sg n', 'sg n', 'sg g']",487
2666,ORG,"['sg n', 'sg n', 'sg ill']",3
3446,PER,"['sg n', 'sg n', 'sg ill']",9
2667,ORG,"['sg n', 'sg n', 'sg in', '']",2
2668,ORG,"['sg n', 'sg n', 'sg in', 'sg n']",1
445,LOC,"['sg n', 'sg n', 'sg in']",4
2669,ORG,"['sg n', 'sg n', 'sg in']",58
3447,PER,"['sg n', 'sg n', 'sg in']",8
2670,ORG,"['sg n', 'sg n', 'sg kom', 'sg g']",1
3448,PER,"['sg n', 'sg n', 'sg kom']",59
2671,ORG,"['sg n', 'sg n', 'sg kom']",22
2672,ORG,"['sg n', 'sg n', 'sg n', '', '']",1
2673,ORG,"['sg n', 'sg n', 'sg n', '', '?', '', '?', '', 'sg n']",1
2674,ORG,"['sg n', 'sg n', 'sg n', '', '?', '', '?']",14
2675,ORG,"['sg n', 'sg n', 'sg n', '', '?', '', 'sg n', '', '?', '', '?']",2
2676,ORG,"['sg n', 'sg n', 'sg n', '', '?', '', 'sg n']",5
2677,ORG,"['sg n', 'sg n', 'sg n', '', '?']",140
3449,PER,"['sg n', 'sg n', 'sg n', '', 'sg ad']",1
2678,ORG,"['sg n', 'sg n', 'sg n', '', 'sg g']",1
2679,ORG,"['sg n', 'sg n', 'sg n', '', 'sg n', '', '?', '', '?']",2
2680,ORG,"['sg n', 'sg n', 'sg n', '', 'sg n', '', '?']",2
2681,ORG,"['sg n', 'sg n', 'sg n', '', 'sg n', '', 'b']",1
2682,ORG,"['sg n', 'sg n', 'sg n', '', 'sg n', '?']",5
2683,ORG,"['sg n', 'sg n', 'sg n', '', 'sg n', 'sg n']",1
3450,PER,"['sg n', 'sg n', 'sg n', '', 'sg n']",3
2684,ORG,"['sg n', 'sg n', 'sg n', '', 'sg n']",4
2685,ORG,"['sg n', 'sg n', 'sg n', '']",30
2686,ORG,"['sg n', 'sg n', 'sg n', '?', '', 'sg n', 'sg n']",1
2687,ORG,"['sg n', 'sg n', 'sg n', '?', '']",4
2688,ORG,"['sg n', 'sg n', 'sg n', '?', '?']",1
2689,ORG,"['sg n', 'sg n', 'sg n', '?', 'sg ad']",1
2690,ORG,"['sg n', 'sg n', 'sg n', '?', 'sg n', '']",2
2691,ORG,"['sg n', 'sg n', 'sg n', '?', 'sg n']",2
3451,PER,"['sg n', 'sg n', 'sg n', '?', 'sg n']",3
2692,ORG,"['sg n', 'sg n', 'sg n', '?']",35
3452,PER,"['sg n', 'sg n', 'sg n', '?']",8
2693,ORG,"['sg n', 'sg n', 'sg n', 'pl n']",4
3453,PER,"['sg n', 'sg n', 'sg n', 'pl n']",2
2694,ORG,"['sg n', 'sg n', 'sg n', 'pl p']",2
3454,PER,"['sg n', 'sg n', 'sg n', 'sg ad']",1
2695,ORG,"['sg n', 'sg n', 'sg n', 'sg ad']",1
2696,ORG,"['sg n', 'sg n', 'sg n', 'sg all']",3
3455,PER,"['sg n', 'sg n', 'sg n', 'sg all']",2
2697,ORG,"['sg n', 'sg n', 'sg n', 'sg el']",4
3456,PER,"['sg n', 'sg n', 'sg n', 'sg el']",4
3457,PER,"['sg n', 'sg n', 'sg n', 'sg es']",2
2698,ORG,"['sg n', 'sg n', 'sg n', 'sg g', '', 'sg g', '?']",1
2699,ORG,"['sg n', 'sg n', 'sg n', 'sg g', '?', '']",1
2700,ORG,"['sg n', 'sg n', 'sg n', 'sg g', '?', 'sg n']",1
2701,ORG,"['sg n', 'sg n', 'sg n', 'sg g', '?']",1
2702,ORG,"['sg n', 'sg n', 'sg n', 'sg g', 'pl g']",1
2703,ORG,"['sg n', 'sg n', 'sg n', 'sg g', 'sg ad']",1
2704,ORG,"['sg n', 'sg n', 'sg n', 'sg g', 'sg el']",1
2705,ORG,"['sg n', 'sg n', 'sg n', 'sg g', 'sg g', 'sg g', '?', 'sg g', 'sg g']",1
3458,PER,"['sg n', 'sg n', 'sg n', 'sg g', 'sg g', 'sg g', 'sg n', 'sg n']",1
2706,ORG,"['sg n', 'sg n', 'sg n', 'sg g', 'sg g', 'sg g']",1
2707,ORG,"['sg n', 'sg n', 'sg n', 'sg g', 'sg g']",5
2708,ORG,"['sg n', 'sg n', 'sg n', 'sg g', 'sg in']",1
2709,ORG,"['sg n', 'sg n', 'sg n', 'sg g', 'sg n']",1
3459,PER,"['sg n', 'sg n', 'sg n', 'sg g']",36
2710,ORG,"['sg n', 'sg n', 'sg n', 'sg g']",35
2711,ORG,"['sg n', 'sg n', 'sg n', 'sg ill']",1
2712,ORG,"['sg n', 'sg n', 'sg n', 'sg in']",8
2713,ORG,"['sg n', 'sg n', 'sg n', 'sg kom']",1
3460,PER,"['sg n', 'sg n', 'sg n', 'sg kom']",5
2714,ORG,"['sg n', 'sg n', 'sg n', 'sg n', '', 'sg n', '']",1
2715,ORG,"['sg n', 'sg n', 'sg n', 'sg n', '']",4
2716,ORG,"['sg n', 'sg n', 'sg n', 'sg n', '?', 'sg g']",2
3461,PER,"['sg n', 'sg n', 'sg n', 'sg n', '?', 'sg n']",1
2717,ORG,"['sg n', 'sg n', 'sg n', 'sg n', '?']",3
2718,ORG,"['sg n', 'sg n', 'sg n', 'sg n', 'sg all']",3
2719,ORG,"['sg n', 'sg n', 'sg n', 'sg n', 'sg g']",1
3462,PER,"['sg n', 'sg n', 'sg n', 'sg n', 'sg g']",1
2720,ORG,"['sg n', 'sg n', 'sg n', 'sg n', 'sg kom']",1
2721,ORG,"['sg n', 'sg n', 'sg n', 'sg n', 'sg n', '', 'sg n']",1
2722,ORG,"['sg n', 'sg n', 'sg n', 'sg n', 'sg n', '?', 'sg n']",1
2723,ORG,"['sg n', 'sg n', 'sg n', 'sg n', 'sg n', 'sg g']",1
2724,ORG,"['sg n', 'sg n', 'sg n', 'sg n', 'sg n', 'sg n', 'sg n', 'sg n']",1
2725,ORG,"['sg n', 'sg n', 'sg n', 'sg n', 'sg n', 'sg n', 'sg n']",1
3463,PER,"['sg n', 'sg n', 'sg n', 'sg n', 'sg n', 'sg n', 'sg n']",1
3464,PER,"['sg n', 'sg n', 'sg n', 'sg n', 'sg n', 'sg n']",3
2726,ORG,"['sg n', 'sg n', 'sg n', 'sg n', 'sg n', 'sg n']",1
2727,ORG,"['sg n', 'sg n', 'sg n', 'sg n', 'sg n']",11
3465,PER,"['sg n', 'sg n', 'sg n', 'sg n', 'sg n']",9
2728,ORG,"['sg n', 'sg n', 'sg n', 'sg n']",147
3466,PER,"['sg n', 'sg n', 'sg n', 'sg n']",260
3467,PER,"['sg n', 'sg n', 'sg n', 'sg p']",4
3468,PER,"['sg n', 'sg n', 'sg n', 'sg ter']",2
2729,ORG,"['sg n', 'sg n', 'sg n']",2090
3469,PER,"['sg n', 'sg n', 'sg n']",2360
446,LOC,"['sg n', 'sg n', 'sg n']",3
2730,ORG,"['sg n', 'sg n', 'sg p', 'sg g']",1
2731,ORG,"['sg n', 'sg n', 'sg p', 'sg in']",1
3470,PER,"['sg n', 'sg n', 'sg p', 'sg n']",1
2732,ORG,"['sg n', 'sg n', 'sg p', 'sg p']",1
447,LOC,"['sg n', 'sg n', 'sg p']",1
2733,ORG,"['sg n', 'sg n', 'sg p']",13
3471,PER,"['sg n', 'sg n', 'sg p']",25
2734,ORG,"['sg n', 'sg n', 'sg ter']",1
3472,PER,"['sg n', 'sg n', 'sg ter']",3
2735,ORG,"['sg n', 'sg n']",6454
448,LOC,"['sg n', 'sg n']",142
3473,PER,"['sg n', 'sg n']",119914
2736,ORG,"['sg n', 'sg p', '']",1
3474,PER,"['sg n', 'sg p', '?']",1
2737,ORG,"['sg n', 'sg p', 'sg el']",1
2738,ORG,"['sg n', 'sg p', 'sg g', '?']",1
2739,ORG,"['sg n', 'sg p', 'sg g', 'tud', 'sg el']",1
2740,ORG,"['sg n', 'sg p', 'sg g']",1
3475,PER,"['sg n', 'sg p', 'sg g']",2
3476,PER,"['sg n', 'sg p', 'sg kom']",1
2741,ORG,"['sg n', 'sg p', 'sg n', 'sg all']",1
3477,PER,"['sg n', 'sg p', 'sg n', 'sg n']",1
2742,ORG,"['sg n', 'sg p', 'sg n', 'sg n']",1
2743,ORG,"['sg n', 'sg p', 'sg n']",2
3478,PER,"['sg n', 'sg p', 'sg n']",4
3479,PER,"['sg n', 'sg p']",1699
449,LOC,"['sg n', 'sg p']",15
2744,ORG,"['sg n', 'sg p']",150
450,LOC,"['sg n', 'sg ter']",2
2745,ORG,"['sg n', 'sg ter']",7
3480,PER,"['sg n', 'sg ter']",133
2746,ORG,"['sg n', 'sg tr', '']",1
3481,PER,"['sg n', 'sg tr']",41
2747,ORG,"['sg n', 'sg tr']",4
3482,PER,"['sg n', 'ta']",1
3483,PER,"['sg n', 'ti']",2
2748,ORG,"['sg n', 'tud', 'sg g']",2
451,LOC,['sg n'],23077
2749,ORG,['sg n'],18025
3484,PER,['sg n'],116054
2750,ORG,"['sg p', '', 'pl n', '', 'sg n']",1
452,LOC,"['sg p', '', 'sg ad']",1
453,LOC,"['sg p', '', 'sg g', '?']",1
3485,PER,"['sg p', '', 'sg g']",1
2751,ORG,"['sg p', '', 'sg g']",1
454,LOC,"['sg p', '', 'sg g']",1
2752,ORG,"['sg p', '', 'sg n']",2
3486,PER,"['sg p', '', 'sg n']",5
3487,PER,"['sg p', '', 'sg p']",2
2753,ORG,"['sg p', '']",3
3488,PER,"['sg p', '']",2
2754,ORG,"['sg p', '?', 'sg g']",1
2755,ORG,"['sg p', '?', 'sg n']",1
455,LOC,"['sg p', '?', 'sg n']",1
2756,ORG,"['sg p', '?']",7
3489,PER,"['sg p', '?']",3
2757,ORG,"['sg p', 'adt']",3
3490,PER,"['sg p', 'adt']",1
3491,PER,"['sg p', 'pl el']",1
2758,ORG,"['sg p', 'pl g', 'adt']",1
2759,ORG,"['sg p', 'pl g', 'sg g']",1
2760,ORG,"['sg p', 'pl n', 'sg n']",1
2761,ORG,"['sg p', 'pl n']",1
3492,PER,"['sg p', 'pl n']",1
3493,PER,"['sg p', 'sg abl']",4
456,LOC,"['sg p', 'sg ad', 'sg g']",1
3494,PER,"['sg p', 'sg all']",3
457,LOC,"['sg p', 'sg el']",2
3495,PER,"['sg p', 'sg el']",1
2762,ORG,"['sg p', 'sg el']",6
2763,ORG,"['sg p', 'sg g', 'sg abl']",1
2764,ORG,"['sg p', 'sg g', 'sg all']",1
2765,ORG,"['sg p', 'sg g', 'sg g']",3
2766,ORG,"['sg p', 'sg g', 'sg in']",3
2767,ORG,"['sg p', 'sg g', 'sg n']",1
2768,ORG,"['sg p', 'sg g', 'sg p']",1
3496,PER,"['sg p', 'sg g']",118
458,LOC,"['sg p', 'sg g']",7
2769,ORG,"['sg p', 'sg g']",34
459,LOC,"['sg p', 'sg ill']",1
3497,PER,"['sg p', 'sg in']",3
460,LOC,"['sg p', 'sg in']",6
2770,ORG,"['sg p', 'sg in']",7
3498,PER,"['sg p', 'sg kom', 'sg g']",1
2771,ORG,"['sg p', 'sg kom']",3
3499,PER,"['sg p', 'sg kom']",12
461,LOC,"['sg p', 'sg kom']",1
2772,ORG,"['sg p', 'sg n', '', '', '']",1
2773,ORG,"['sg p', 'sg n', '', 'sg el']",1
2774,ORG,"['sg p', 'sg n', '', 'sg n']",1
3500,PER,"['sg p', 'sg n', '?', 'sg n']",1
2775,ORG,"['sg p', 'sg n', '?']",5
2776,ORG,"['sg p', 'sg n', 'sg all']",1
2777,ORG,"['sg p', 'sg n', 'sg in']",1
2778,ORG,"['sg p', 'sg n', 'sg n', 'sg g']",1
3501,PER,"['sg p', 'sg n', 'sg n', 'sg g']",1
2779,ORG,"['sg p', 'sg n', 'sg n', 'sg n']",1
2780,ORG,"['sg p', 'sg n', 'sg n']",8
3502,PER,"['sg p', 'sg n', 'sg n']",5
2781,ORG,"['sg p', 'sg n', 'sg p']",1
3503,PER,"['sg p', 'sg n', 'sg p']",2
2782,ORG,"['sg p', 'sg n']",29
462,LOC,"['sg p', 'sg n']",2
3504,PER,"['sg p', 'sg n']",148
2783,ORG,"['sg p', 'sg p', 'sg in']",1
2784,ORG,"['sg p', 'sg p', 'sg p']",1
3505,PER,"['sg p', 'sg p']",8
463,LOC,"['sg p', 'sg p']",4
2785,ORG,"['sg p', 'sg p']",36
3506,PER,"['sg p', 'sg ter']",1
464,LOC,['sg p'],3137
2786,ORG,['sg p'],717
3507,PER,['sg p'],3380
2787,ORG,"['sg ter', 'sg el']",1
3508,PER,"['sg ter', 'sg g']",1
3509,PER,"['sg ter', 'sg kom']",1
465,LOC,"['sg ter', 'sg n']",2
2788,ORG,"['sg ter', 'sg n']",2
3510,PER,"['sg ter', 'sg n']",8
466,LOC,['sg ter'],185
3511,PER,['sg ter'],135
2789,ORG,['sg ter'],16
3512,PER,"['sg tr', '']",1
2790,ORG,"['sg tr', 'sg all']",1
2791,ORG,"['sg tr', 'sg g']",2
2792,ORG,"['sg tr', 'sg n']",2
2793,ORG,"['sg tr', 'sg tr']",1
2794,ORG,['sg tr'],13
467,LOC,['sg tr'],87
3513,PER,['sg tr'],48
3514,PER,['sid'],1
3515,PER,"['sime', 'sg g']",2
2795,ORG,"['sime', 'sg g']",1
3516,PER,"['sime', 'sg kom']",1
3517,PER,"['sime', 'sg n']",1
3518,PER,['sime'],1
2796,ORG,"['sin', 'adt']",1
2797,ORG,"['sin', 'sg abl']",1
