,tag,form,0
2999,PER,"['pl p', '?', 'sg g']",3
1248,ORG,"['pl p', '?', 'sg in']",1
1249,ORG,"['pl p', '?', 'sg n']",1
3000,PER,"['pl p', '?', 'sg n']",3
3001,PER,"['pl p', '?']",12
1250,ORG,"['pl p', '?']",1
3002,PER,"['pl p', 'adt']",3
3003,PER,"['pl p', 'n']",1
3004,PER,"['pl p', 'pl g']",1
1251,ORG,"['pl p', 'pl g']",1
3005,PER,"['pl p', 'pl n']",1
1252,ORG,"['pl p', 'pl p']",6
3006,PER,"['pl p', 'sg ab']",1
1253,ORG,"['pl p', 'sg abl', 'sg el', 'sg el']",1
3007,PER,"['pl p', 'sg abl']",1
131,LOC,"['pl p', 'sg ad']",1
3008,PER,"['pl p', 'sg ad']",6
3009,PER,"['pl p', 'sg all']",6
3010,PER,"['pl p', 'sg el']",4
1254,ORG,"['pl p', 'sg el']",2
3011,PER,"['pl p', 'sg g', '', 'sg n']",1
3012,PER,"['pl p', 'sg g', '?']",1
1255,ORG,"['pl p', 'sg g', 'pl p']",1
1256,ORG,"['pl p', 'sg g', 'sg g']",3
1257,ORG,"['pl p', 'sg g', 'sg n', 'sg n']",1
3013,PER,"['pl p', 'sg g', 'sg n']",1
1258,ORG,"['pl p', 'sg g']",23
3014,PER,"['pl p', 'sg g']",128
1259,ORG,"['pl p', 'sg in']",2
132,LOC,"['pl p', 'sg in']",1
3015,PER,"['pl p', 'sg in']",2
3016,PER,"['pl p', 'sg kom']",11
1260,ORG,"['pl p', 'sg kom']",2
3017,PER,"['pl p', 'sg n', '', '?']",2
3018,PER,"['pl p', 'sg n', 'sg g']",1
1261,ORG,"['pl p', 'sg n', 'sg n', 'sg n']",1
3019,PER,"['pl p', 'sg n', 'sg n']",8
3020,PER,"['pl p', 'sg n']",285
1262,ORG,"['pl p', 'sg n']",31
133,LOC,"['pl p', 'sg n']",1
3021,PER,"['pl p', 'sg p']",9
3022,PER,"['pl p', 'sg ter']",1
3023,PER,['pl p'],176
1263,ORG,['pl p'],140
134,LOC,['pl p'],46
1264,ORG,"['pl ter', 'sg in', '', 'sg g', 'sg in']",1
3024,PER,['pl ter'],2
1265,ORG,['pl ter'],1
135,LOC,['pl ter'],4
1266,ORG,"['pl tr', 'sg n', '?']",1
1267,ORG,['pl tr'],1
136,LOC,['pl tr'],5
1268,ORG,"['s', 'pl g', 'sg g']",1
1269,ORG,"['s', 'pl g']",1
1270,ORG,"['s', 'sg g']",5
137,LOC,"['s', 'sg g']",1
3025,PER,"['s', 'sg g']",1
1271,ORG,"['s', 'sg ill']",1
1272,ORG,"['s', 'sg in', 'sg g']",1
1273,ORG,"['s', 'sg n', 'sg g']",1
1274,ORG,"['s', 'sg n']",2
3026,PER,"['s', 'sg n']",13
1275,ORG,['s'],6
3027,PER,['s'],19
138,LOC,['s'],5
3028,PER,"['sg ab', '?']",1
3029,PER,"['sg ab', 'adt']",1
3030,PER,"['sg ab', 'sg ad']",1
1276,ORG,"['sg ab', 'sg el']",1
3031,PER,"['sg ab', 'sg el']",2
3032,PER,"['sg ab', 'sg g']",16
1277,ORG,"['sg ab', 'sg g']",5
3033,PER,"['sg ab', 'sg kom']",3
3034,PER,"['sg ab', 'sg n', 'sg kom']",1
1278,ORG,"['sg ab', 'sg n', 'sg n']",2
1279,ORG,"['sg ab', 'sg n']",12
3035,PER,"['sg ab', 'sg n']",22
3036,PER,"['sg ab', 'sg p']",2
3037,PER,['sg ab'],66
139,LOC,['sg ab'],27
1280,ORG,['sg ab'],11
1281,ORG,"['sg abl', '', 'sg abl']",1
140,LOC,"['sg abl', '', 'sg abl']",1
141,LOC,"['sg abl', '', 'sg el']",1
1282,ORG,"['sg abl', '', 'sg g', 'sg abl']",1
142,LOC,"['sg abl', '', 'sg g', 'sg g']",1
143,LOC,"['sg abl', '']",3
1283,ORG,"['sg abl', '']",1
1284,ORG,"['sg abl', '?', 'sg g', '?', '', '?']",1
1285,ORG,"['sg abl', '?', 'sg n']",2
1286,ORG,"['sg abl', '?']",2
144,LOC,"['sg abl', '?']",3
3038,PER,"['sg abl', '?']",1
3039,PER,"['sg abl', 'adt']",1
1287,ORG,"['sg abl', 'adt']",1
145,LOC,"['sg abl', 'adt']",3
1288,ORG,"['sg abl', 'pl g', 'sg g']",1
1289,ORG,"['sg abl', 'pl g']",1
1290,ORG,"['sg abl', 'pl p']",1
1291,ORG,"['sg abl', 'sg abl']",2
1292,ORG,"['sg abl', 'sg all']",2
146,LOC,"['sg abl', 'sg all']",5
3040,PER,"['sg abl', 'sg all']",1
1293,ORG,"['sg abl', 'sg el']",4
147,LOC,"['sg abl', 'sg el']",2
1294,ORG,"['sg abl', 'sg g', '?']",1
1295,ORG,"['sg abl', 'sg g', 'sg g', 'adt']",1
1296,ORG,"['sg abl', 'sg g', 'sg g']",5
1297,ORG,"['sg abl', 'sg g', 'sg ill']",1
1298,ORG,"['sg abl', 'sg g', 'sg n']",6
3041,PER,"['sg abl', 'sg g']",1
1299,ORG,"['sg abl', 'sg g']",21
148,LOC,"['sg abl', 'sg g']",8
149,LOC,"['sg abl', 'sg ill']",1
1300,ORG,"['sg abl', 'sg in']",2
1301,ORG,"['sg abl', 'sg n', '?']",1
1302,ORG,"['sg abl', 'sg n', 'sg el']",2
3042,PER,"['sg abl', 'sg n', 'sg g']",1
1303,ORG,"['sg abl', 'sg n', 'sg g']",2
1304,ORG,"['sg abl', 'sg n', 'sg in']",2
1305,ORG,"['sg abl', 'sg n', 'sg n']",9
3043,PER,"['sg abl', 'sg n', 'sg n']",2
3044,PER,"['sg abl', 'sg n']",7
1306,ORG,"['sg abl', 'sg n']",8
3045,PER,"['sg abl', 'sg p']",1
150,LOC,"['sg abl', 'sg ter']",1
3046,PER,['sg abl'],656
1307,ORG,['sg abl'],271
151,LOC,['sg abl'],2138
1308,ORG,"['sg ad', '', '']",1
152,LOC,"['sg ad', '', 'sg ad', '', 'sg ad']",1
153,LOC,"['sg ad', '', 'sg ad']",10
154,LOC,"['sg ad', '', 'sg g']",1
1309,ORG,"['sg ad', '', 'sg g']",2
155,LOC,"['sg ad', '', 'sg in', '', 'sg ad']",1
156,LOC,"['sg ad', '', 'sg in']",1
157,LOC,"['sg ad', '', 'sg n', 'sg in']",1
3047,PER,"['sg ad', '', 'sg n', 'sg n']",1
1310,ORG,"['sg ad', '']",4
3048,PER,"['sg ad', '']",1
158,LOC,"['sg ad', '']",8
1311,ORG,"['sg ad', '?', '', '?']",1
3049,PER,"['sg ad', '?', 'sg el']",1
1312,ORG,"['sg ad', '?', 'sg g']",3
1313,ORG,"['sg ad', '?', 'sg in']",2
1314,ORG,"['sg ad', '?', 'sg kom']",1
3050,PER,"['sg ad', '?', 'sg n']",1
1315,ORG,"['sg ad', '?']",3
3051,PER,"['sg ad', '?']",3
159,LOC,"['sg ad', '?']",1
1316,ORG,"['sg ad', 'adt', '?']",1
1317,ORG,"['sg ad', 'adt']",3
160,LOC,"['sg ad', 'adt']",2
3052,PER,"['sg ad', 'adt']",3
1318,ORG,"['sg ad', 'pl all']",1
1319,ORG,"['sg ad', 'pl g', 'sg ad']",1
1320,ORG,"['sg ad', 'pl g', 'sg g', 'sg in', 'sg g']",1
1321,ORG,"['sg ad', 'pl g', 'sg g', 'sg n']",1
1322,ORG,"['sg ad', 'pl g', 'sg g']",1
1323,ORG,"['sg ad', 'pl g', 'sg n', 'sg in']",1
161,LOC,"['sg ad', 'pl g']",1
3053,PER,"['sg ad', 'pl g']",1
1324,ORG,"['sg ad', 'pl in']",1
1325,ORG,"['sg ad', 'sg abl']",1
1326,ORG,"['sg ad', 'sg ad', '', '']",1
1327,ORG,"['sg ad', 'sg ad']",30
162,LOC,"['sg ad', 'sg ad']",9
3054,PER,"['sg ad', 'sg ad']",2
3055,PER,"['sg ad', 'sg all']",2
1328,ORG,"['sg ad', 'sg all']",4
1329,ORG,"['sg ad', 'sg el', 'sg n', 'sg g']",1
3056,PER,"['sg ad', 'sg el']",2
1330,ORG,"['sg ad', 'sg el']",1
163,LOC,"['sg ad', 'sg el']",2
1331,ORG,"['sg ad', 'sg g', 'pl g', 'sg g']",1
1332,ORG,"['sg ad', 'sg g', 'pl g']",5
164,LOC,"['sg ad', 'sg g', 'sg ad']",1
1333,ORG,"['sg ad', 'sg g', 'sg ad']",4
1334,ORG,"['sg ad', 'sg g', 'sg all']",1
1335,ORG,"['sg ad', 'sg g', 'sg g', 'sg g']",2
1336,ORG,"['sg ad', 'sg g', 'sg g']",10
165,LOC,"['sg ad', 'sg g', 'sg g']",1
1337,ORG,"['sg ad', 'sg g', 'sg in']",6
1338,ORG,"['sg ad', 'sg g', 'sg kom']",2
1339,ORG,"['sg ad', 'sg g', 'sg n']",8
166,LOC,"['sg ad', 'sg g']",26
3057,PER,"['sg ad', 'sg g']",33
1340,ORG,"['sg ad', 'sg g']",79
1341,ORG,"['sg ad', 'sg in', 'sg ad']",2
1342,ORG,"['sg ad', 'sg in', 'sg g', 'sg in']",1
1343,ORG,"['sg ad', 'sg in', 'sg g', 'sg n']",1
1344,ORG,"['sg ad', 'sg in', 'sg in']",2
1345,ORG,"['sg ad', 'sg in']",32
3058,PER,"['sg ad', 'sg in']",3
167,LOC,"['sg ad', 'sg in']",15
1346,ORG,"['sg ad', 'sg kom']",2
3059,PER,"['sg ad', 'sg kom']",4
1347,ORG,"['sg ad', 'sg n', '']",1
1348,ORG,"['sg ad', 'sg n', '?']",1
1349,ORG,"['sg ad', 'sg n', 'sg g', 'sg n']",1
1350,ORG,"['sg ad', 'sg n', 'sg g']",9
3060,PER,"['sg ad', 'sg n', 'sg g']",4
168,LOC,"['sg ad', 'sg n', 'sg g']",1
1351,ORG,"['sg ad', 'sg n', 'sg in']",2
1352,ORG,"['sg ad', 'sg n', 'sg n', 'sg n', 'sg n']",1
1353,ORG,"['sg ad', 'sg n', 'sg n']",9
3061,PER,"['sg ad', 'sg n', 'sg n']",3
1354,ORG,"['sg ad', 'sg n']",23
3062,PER,"['sg ad', 'sg n']",36
169,LOC,"['sg ad', 'sg n']",5
1355,ORG,"['sg ad', 'sg p']",3
1356,ORG,"['sg ad', 'tud']",2
1357,ORG,['sg ad'],1011
3063,PER,['sg ad'],2991
170,LOC,['sg ad'],9613
1358,ORG,"['sg all', '', 'sg all']",12
171,LOC,"['sg all', '', 'sg all']",1
172,LOC,"['sg all', '', 'sg g']",1
3064,PER,"['sg all', '', 'sg g']",2
1359,ORG,"['sg all', '', 'sg g']",1
1360,ORG,"['sg all', '', 'sg n', '']",1
1361,ORG,"['sg all', '', 'sg n']",1
173,LOC,"['sg all', '']",2
3065,PER,"['sg all', '']",4
1362,ORG,"['sg all', '']",5
1363,ORG,"['sg all', '?', 'pl n']",2
1364,ORG,"['sg all', '?', 'sg all']",1
1365,ORG,"['sg all', '?', 'sg g', 'sg g', 'sg g']",1
1366,ORG,"['sg all', '?', 'sg g']",1
1367,ORG,"['sg all', '?', 'sg n', 'sg n', '?']",1
1368,ORG,"['sg all', '?', 'sg n']",1
3066,PER,"['sg all', '?']",4
174,LOC,"['sg all', '?']",1
1369,ORG,"['sg all', '?']",11
1370,ORG,"['sg all', 'adt', 'sg in']",1
1371,ORG,"['sg all', 'adt']",3
3067,PER,"['sg all', 'adt']",4
175,LOC,"['sg all', 'adt']",9
1372,ORG,"['sg all', 'pl g', '?']",1
1373,ORG,"['sg all', 'pl g', 'pl n']",1
1374,ORG,"['sg all', 'pl g', 'sg n']",2
3068,PER,"['sg all', 'pl g']",1
1375,ORG,"['sg all', 'pl g']",1
1376,ORG,"['sg all', 'pl n']",3
1377,ORG,"['sg all', 'sg ad', 'pl n']",1
1378,ORG,"['sg all', 'sg all', 'sg n', 'sg n']",1
1379,ORG,"['sg all', 'sg all']",46
176,LOC,"['sg all', 'sg all']",3
3069,PER,"['sg all', 'sg all']",1
1380,ORG,"['sg all', 'sg el']",2
3070,PER,"['sg all', 'sg el']",3
1381,ORG,"['sg all', 'sg g', '?']",2
1382,ORG,"['sg all', 'sg g', 'adt']",1
1383,ORG,"['sg all', 'sg g', 'pl g']",1
1384,ORG,"['sg all', 'sg g', 'sg all']",2
1385,ORG,"['sg all', 'sg g', 'sg el']",2
1386,ORG,"['sg all', 'sg g', 'sg g', 'sg g', 'sg g']",2
1387,ORG,"['sg all', 'sg g', 'sg g']",25
1388,ORG,"['sg all', 'sg g', 'sg in']",2
1389,ORG,"['sg all', 'sg g', 'sg kom']",2
1390,ORG,"['sg all', 'sg g', 'sg n', 'sg el', '?']",1
1391,ORG,"['sg all', 'sg g', 'sg n']",12
1392,ORG,"['sg all', 'sg g', 'sg p']",1
1393,ORG,"['sg all', 'sg g']",65
3071,PER,"['sg all', 'sg g']",18
177,LOC,"['sg all', 'sg g']",8
1394,ORG,"['sg all', 'sg ill']",1
1395,ORG,"['sg all', 'sg in']",7
3072,PER,"['sg all', 'sg in']",1
178,LOC,"['sg all', 'sg in']",1
3073,PER,"['sg all', 'sg kom']",2
1396,ORG,"['sg all', 'sg n', '', 'sg n']",2
1397,ORG,"['sg all', 'sg n', '?', 'sg n']",1
3074,PER,"['sg all', 'sg n', 'sg all']",1
1398,ORG,"['sg all', 'sg n', 'sg g', 'sg g']",1
1399,ORG,"['sg all', 'sg n', 'sg g']",4
1400,ORG,"['sg all', 'sg n', 'sg n', 'sg el']",1
1401,ORG,"['sg all', 'sg n', 'sg n', 'sg n', 'sg g', 'sg el']",1
3075,PER,"['sg all', 'sg n', 'sg n']",5
1402,ORG,"['sg all', 'sg n', 'sg n']",16
1403,ORG,"['sg all', 'sg n']",48
3076,PER,"['sg all', 'sg n']",8
179,LOC,"['sg all', 'sg n']",2
1404,ORG,"['sg all', 'sg p']",1
3077,PER,"['sg all', 'sg p']",1
180,LOC,"['sg all', 'sg tr']",1
3078,PER,['sg all'],2332
181,LOC,['sg all'],4367
1405,ORG,['sg all'],1824
1406,ORG,"['sg el', '', '', 'sg n', 'sg el']",1
182,LOC,"['sg el', '', '?', 'sg n']",1
183,LOC,"['sg el', '', 'adt']",1
184,LOC,"['sg el', '', 'pl g']",2
185,LOC,"['sg el', '', 'sg abl']",1
186,LOC,"['sg el', '', 'sg el', '?']",1
1407,ORG,"['sg el', '', 'sg el']",2
187,LOC,"['sg el', '', 'sg el']",10
188,LOC,"['sg el', '', 'sg g']",1
3079,PER,"['sg el', '', 'sg g']",1
3080,PER,"['sg el', '']",4
1408,ORG,"['sg el', '']",1
189,LOC,"['sg el', '']",4
1409,ORG,"['sg el', '?', '']",1
190,LOC,"['sg el', '?', 'adt']",1
191,LOC,"['sg el', '?', 'pl el']",1
1410,ORG,"['sg el', '?', 'sg g', 'sg n']",1
1411,ORG,"['sg el', '?', 'sg n', 'sg n']",2
1412,ORG,"['sg el', '?', 'sg n']",8
1413,ORG,"['sg el', '?', 'sg ter']",3
1414,ORG,"['sg el', '?']",2
192,LOC,"['sg el', '?']",7
3081,PER,"['sg el', '?']",3
1415,ORG,"['sg el', 'adt']",18
193,LOC,"['sg el', 'adt']",15
3082,PER,"['sg el', 'adt']",9
194,LOC,"['sg el', 'pl abl']",1
1416,ORG,"['sg el', 'pl all']",1
1417,ORG,"['sg el', 'pl g', 'adt']",1
1418,ORG,"['sg el', 'pl g', 'sg tr', '']",1
3083,PER,"['sg el', 'pl g']",1
1419,ORG,"['sg el', 'pl g']",1
1420,ORG,"['sg el', 'pl ill']",1
195,LOC,"['sg el', 'pl ill']",1
1421,ORG,"['sg el', 'pl p', 'sg n']",1
1422,ORG,"['sg el', 'pl p']",1
3084,PER,"['sg el', 'pl ter']",1
196,LOC,"['sg el', 'pl ter']",1
1423,ORG,"['sg el', 's']",1
1424,ORG,"['sg el', 'sg abl']",1
197,LOC,"['sg el', 'sg ad']",2
198,LOC,"['sg el', 'sg all']",17
3085,PER,"['sg el', 'sg all']",3
1425,ORG,"['sg el', 'sg all']",3
1426,ORG,"['sg el', 'sg el', '']",1
1427,ORG,"['sg el', 'sg el', 'sg el']",2
1428,ORG,"['sg el', 'sg el', 'sg g', 'sg n', 'sg n']",1
199,LOC,"['sg el', 'sg el']",2
3086,PER,"['sg el', 'sg el']",2
1429,ORG,"['sg el', 'sg el']",52
1430,ORG,"['sg el', 'sg g', '', 'sg g']",1
1431,ORG,"['sg el', 'sg g', '']",1
1432,ORG,"['sg el', 'sg g', '?']",2
1433,ORG,"['sg el', 'sg g', 'adt']",1
200,LOC,"['sg el', 'sg g', 'pl all']",1
201,LOC,"['sg el', 'sg g', 'pl p']",1
1434,ORG,"['sg el', 'sg g', 'sg all']",4
202,LOC,"['sg el', 'sg g', 'sg el']",1
1435,ORG,"['sg el', 'sg g', 'sg el']",6
1436,ORG,"['sg el', 'sg g', 'sg g', '?']",2
1437,ORG,"['sg el', 'sg g', 'sg g', 'sg all']",1
1438,ORG,"['sg el', 'sg g', 'sg g', 'sg g']",2
1439,ORG,"['sg el', 'sg g', 'sg g', 'sg n']",1
3087,PER,"['sg el', 'sg g', 'sg g']",1
1440,ORG,"['sg el', 'sg g', 'sg g']",15
3088,PER,"['sg el', 'sg g', 'sg ill']",1
1441,ORG,"['sg el', 'sg g', 'sg ill']",2
1442,ORG,"['sg el', 'sg g', 'sg in']",4
1443,ORG,"['sg el', 'sg g', 'sg n']",13
1444,ORG,"['sg el', 'sg g', 'sg p']",1
3089,PER,"['sg el', 'sg g', 'sg ter']",1
203,LOC,"['sg el', 'sg g']",27
3090,PER,"['sg el', 'sg g']",38
1445,ORG,"['sg el', 'sg g']",78
1446,ORG,"['sg el', 'sg ill', 'sg g', 'sg g']",1
1447,ORG,"['sg el', 'sg ill', 'sg g']",1
1448,ORG,"['sg el', 'sg ill']",11
3091,PER,"['sg el', 'sg ill']",6
204,LOC,"['sg el', 'sg ill']",9
205,LOC,"['sg el', 'sg in']",2
1449,ORG,"['sg el', 'sg in']",8
3092,PER,"['sg el', 'sg in']",3
3093,PER,"['sg el', 'sg kom']",1
206,LOC,"['sg el', 'sg kom']",1
1450,ORG,"['sg el', 'sg n', '']",1
1451,ORG,"['sg el', 'sg n', '?', '', '?']",1
1452,ORG,"['sg el', 'sg n', '?']",1
1453,ORG,"['sg el', 'sg n', 'adt']",1
1454,ORG,"['sg el', 'sg n', 'sg ad']",1
207,LOC,"['sg el', 'sg n', 'sg all']",1
1455,ORG,"['sg el', 'sg n', 'sg el']",1
3094,PER,"['sg el', 'sg n', 'sg el']",1
3095,PER,"['sg el', 'sg n', 'sg g', 'sg n']",1
1456,ORG,"['sg el', 'sg n', 'sg g']",11
3096,PER,"['sg el', 'sg n', 'sg g']",5
1457,ORG,"['sg el', 'sg n', 'sg in']",4
1458,ORG,"['sg el', 'sg n', 'sg n', '']",1
1459,ORG,"['sg el', 'sg n', 'sg n', '?', '?']",1
3097,PER,"['sg el', 'sg n', 'sg n', 'sg n']",1
1460,ORG,"['sg el', 'sg n', 'sg n']",46
3098,PER,"['sg el', 'sg n', 'sg n']",3
208,LOC,"['sg el', 'sg n', 'sg n']",2
1461,ORG,"['sg el', 'sg n', 'sg ter']",1
3099,PER,"['sg el', 'sg n', 'sg ter']",1
1462,ORG,"['sg el', 'sg n']",29
3100,PER,"['sg el', 'sg n']",18
209,LOC,"['sg el', 'sg n']",5
3101,PER,"['sg el', 'sg p']",1
210,LOC,"['sg el', 'sg p']",2
1463,ORG,"['sg el', 'sg ter']",7
211,LOC,"['sg el', 'sg ter']",15
3102,PER,"['sg el', 'sg ter']",12
1464,ORG,"['sg el', 'sg tr']",1
212,LOC,['sg el'],9244
3103,PER,['sg el'],1829
1465,ORG,['sg el'],929
1466,ORG,"['sg es', '?']",1
1467,ORG,"['sg es', 'sg all']",1
1468,ORG,"['sg es', 'sg g']",2
3104,PER,"['sg es', 'sg g']",7
213,LOC,"['sg es', 'sg in']",1
3105,PER,"['sg es', 'sg n', 'sg g']",1
3106,PER,"['sg es', 'sg n']",39
1469,ORG,"['sg es', 'sg n']",5
1470,ORG,"['sg es', 'sg p']",1
214,LOC,['sg es'],19
3107,PER,['sg es'],51
1471,ORG,['sg es'],16
1472,ORG,"['sg g', '', '', '', 'sg g', '?']",1
1473,ORG,"['sg g', '', '', '', 'sg g']",1
1474,ORG,"['sg g', '', '', '?']",1
1475,ORG,"['sg g', '', '', 'sg ab']",1
3108,PER,"['sg g', '', '', 'sg g', '', '']",1
3109,PER,"['sg g', '', '', 'sg g']",3
215,LOC,"['sg g', '', '']",1
1476,ORG,"['sg g', '', '']",8
3110,PER,"['sg g', '', '']",1
3111,PER,"['sg g', '', '?', '', 'sg g']",1
216,LOC,"['sg g', '', '?', '']",1
1477,ORG,"['sg g', '', '?', 'sg g', 'sg all']",1
1478,ORG,"['sg g', '', '?', 'sg g']",2
1479,ORG,"['sg g', '', '?', 'sg n']",1
3112,PER,"['sg g', '', '?']",6
1480,ORG,"['sg g', '', '?']",7
217,LOC,"['sg g', '', '?']",2
1481,ORG,"['sg g', '', 'adt']",1
1482,ORG,"['sg g', '', 'pl g', 'sg g']",5
1483,ORG,"['sg g', '', 'pl g', 'sg n']",1
1484,ORG,"['sg g', '', 'pl g']",3
218,LOC,"['sg g', '', 'pl g']",3
219,LOC,"['sg g', '', 'pl kom']",2
220,LOC,"['sg g', '', 'sg ad', '', 'sg ad']",1
221,LOC,"['sg g', '', 'sg ad', '?', 'sg g']",1
222,LOC,"['sg g', '', 'sg ad']",10
1485,ORG,"['sg g', '', 'sg ad']",1
3113,PER,"['sg g', '', 'sg all']",1
1486,ORG,"['sg g', '', 'sg all']",2
223,LOC,"['sg g', '', 'sg el']",4
1487,ORG,"['sg g', '', 'sg el']",2
3114,PER,"['sg g', '', 'sg es']",1
224,LOC,"['sg g', '', 'sg g', '', 'sg ad']",2
225,LOC,"['sg g', '', 'sg g', '', 'sg g', '', 'sg g']",1
226,LOC,"['sg g', '', 'sg g', '', 'sg g', 'pl g']",1
227,LOC,"['sg g', '', 'sg g', '', 'sg g', 'sg g']",1
228,LOC,"['sg g', '', 'sg g', '', 'sg g']",17
1488,ORG,"['sg g', '', 'sg g', '', 'sg n', 'sg g']",1
229,LOC,"['sg g', '', 'sg g', '', 'sg n']",1
1489,ORG,"['sg g', '', 'sg g', '?']",3
230,LOC,"['sg g', '', 'sg g', '?']",10
1490,ORG,"['sg g', '', 'sg g', 'adt']",1
231,LOC,"['sg g', '', 'sg g', 'pl g']",1
1491,ORG,"['sg g', '', 'sg g', 'pl g']",2
232,LOC,"['sg g', '', 'sg g', 'pl in']",1
233,LOC,"['sg g', '', 'sg g', 'pl kom']",1
1492,ORG,"['sg g', '', 'sg g', 'pl n']",3
1493,ORG,"['sg g', '', 'sg g', 'sg abl']",1
234,LOC,"['sg g', '', 'sg g', 'sg ad']",1
1494,ORG,"['sg g', '', 'sg g', 'sg all', '', '?']",2
1495,ORG,"['sg g', '', 'sg g', 'sg el']",1
235,LOC,"['sg g', '', 'sg g', 'sg el']",1
1496,ORG,"['sg g', '', 'sg g', 'sg es']",1
1497,ORG,"['sg g', '', 'sg g', 'sg g', 'sg g', '?', 'sg n']",1
1498,ORG,"['sg g', '', 'sg g', 'sg g', 'sg g']",6
236,LOC,"['sg g', '', 'sg g', 'sg g']",5
1499,ORG,"['sg g', '', 'sg g', 'sg g']",14
1500,ORG,"['sg g', '', 'sg g', 'sg in']",4
237,LOC,"['sg g', '', 'sg g', 'sg in']",4
1501,ORG,"['sg g', '', 'sg g', 'sg n']",21
1502,ORG,"['sg g', '', 'sg g', 'sg p']",1
1503,ORG,"['sg g', '', 'sg g']",177
238,LOC,"['sg g', '', 'sg g']",160
3115,PER,"['sg g', '', 'sg g']",27
239,LOC,"['sg g', '', 'sg in']",9
1504,ORG,"['sg g', '', 'sg in']",2
3116,PER,"['sg g', '', 'sg kom']",1
240,LOC,"['sg g', '', 'sg kom']",1
1505,ORG,"['sg g', '', 'sg kom']",7
1506,ORG,"['sg g', '', 'sg n', '']",1
241,LOC,"['sg g', '', 'sg n', '?']",1
1507,ORG,"['sg g', '', 'sg n', 'sg g']",1
1508,ORG,"['sg g', '', 'sg n', 'sg kom']",1
1509,ORG,"['sg g', '', 'sg n', 'sg n', '', 'sg n']",1
3117,PER,"['sg g', '', 'sg n', 'sg n']",1
1510,ORG,"['sg g', '', 'sg n']",29
3118,PER,"['sg g', '', 'sg n']",10
242,LOC,"['sg g', '', 'sg n']",7
1511,ORG,"['sg g', '', 'sg p']",1
3119,PER,"['sg g', '', 'sg p']",2
243,LOC,"['sg g', '', 'sg ter']",2
1512,ORG,"['sg g', '']",35
244,LOC,"['sg g', '']",20
3120,PER,"['sg g', '']",32
1513,ORG,"['sg g', '?', '', '?', '', '?']",1
1514,ORG,"['sg g', '?', '', '?', '', 'sg n', 'sg n']",1
1515,ORG,"['sg g', '?', '', '?', 'sg g']",1
1516,ORG,"['sg g', '?', '', '?', 'sg in']",1
1517,ORG,"['sg g', '?', '', '?']",4
1518,ORG,"['sg g', '?', '', 'sg g', 'sg g', '?']",1
3121,PER,"['sg g', '?', '', 'sg g']",4
1519,ORG,"['sg g', '?', '', 'sg kom']",1
1520,ORG,"['sg g', '?', '', 'sg n', 'sg n', '?']",1
1521,ORG,"['sg g', '?', '', 'sg n', 'sg n']",1
3122,PER,"['sg g', '?', '', 'sg n']",14
1522,ORG,"['sg g', '?', '', 'sg n']",5
1523,ORG,"['sg g', '?', '']",19
1524,ORG,"['sg g', '?', '?', '', 'sg n', '']",1
1525,ORG,"['sg g', '?', '?', '', 'sg n']",1
1526,ORG,"['sg g', '?', '?', '']",3
1527,ORG,"['sg g', '?', '?', 'sg n', 'sg g', '']",1
1528,ORG,"['sg g', '?', '?', 'sg n']",5
245,LOC,"['sg g', '?', '?']",1
1529,ORG,"['sg g', '?', '?']",10
1530,ORG,"['sg g', '?', 'pl g', 'sg g', 'sg g', 'sg g', 'sg g', 'sg n']",1
1531,ORG,"['sg g', '?', 'pl g', 'sg g']",2
1532,ORG,"['sg g', '?', 'pl g']",1
1533,ORG,"['sg g', '?', 'pl n']",1
1534,ORG,"['sg g', '?', 'sg ad', 'sg g']",1
1535,ORG,"['sg g', '?', 'sg ad']",2
246,LOC,"['sg g', '?', 'sg ad']",1
1536,ORG,"['sg g', '?', 'sg el']",1
1537,ORG,"['sg g', '?', 'sg g', '?', 'sg g']",1
1538,ORG,"['sg g', '?', 'sg g', '?']",2
1539,ORG,"['sg g', '?', 'sg g', 'sg g', '?', 'sg g']",3
1540,ORG,"['sg g', '?', 'sg g', 'sg g', 'sg all']",1
1541,ORG,"['sg g', '?', 'sg g', 'sg g', 'sg g']",2
1542,ORG,"['sg g', '?', 'sg g', 'sg g']",5
247,LOC,"['sg g', '?', 'sg g', 'sg g']",1
1543,ORG,"['sg g', '?', 'sg g', 'sg in', 'sg g', 'sg g']",1
1544,ORG,"['sg g', '?', 'sg g', 'sg in']",2
1545,ORG,"['sg g', '?', 'sg g', 'sg n', '']",1
1546,ORG,"['sg g', '?', 'sg g', 'sg n']",1
3123,PER,"['sg g', '?', 'sg g']",9
1547,ORG,"['sg g', '?', 'sg g']",69
248,LOC,"['sg g', '?', 'sg g']",48
249,LOC,"['sg g', '?', 'sg ill']",2
1548,ORG,"['sg g', '?', 'sg in']",7
250,LOC,"['sg g', '?', 'sg in']",3
1549,ORG,"['sg g', '?', 'sg kom']",1
3124,PER,"['sg g', '?', 'sg kom']",1
1550,ORG,"['sg g', '?', 'sg n', '', '?', 'sg n']",1
1551,ORG,"['sg g', '?', 'sg n', '', 'sg n']",1
251,LOC,"['sg g', '?', 'sg n', '?']",1
1552,ORG,"['sg g', '?', 'sg n', 'sg g', 'sg n']",1
1553,ORG,"['sg g', '?', 'sg n', 'sg g']",2
