,lemma,tag,0
10637,Mustamägi linnaosa,ORG,1
10638,Mustjala,LOC,5
10639,Mustjala,ORG,2
10640,Mustonen,ORG,1
10641,Mustonen,PER,29
10642,Mustvee,LOC,30
10643,Mustvee,ORG,7
10644,Mustvee,PER,3
10645,Mut,ORG,1
10646,Mut,PER,3
10647,Mutant Disco,ORG,1
10648,Mutant Disco,PER,14
10649,Mute,ORG,11
10650,Mute,PER,1
10651,Mute Records,ORG,2
10652,Mute Records,PER,1
10653,Mutthead,ORG,1
10654,Mutthead,PER,1
10655,Muuga,LOC,88
10656,Muuga,ORG,120
10657,Muuga,PER,2
10658,Muumitroll,ORG,1
10659,Muumitroll,PER,3
10660,Muuseum,LOC,1
10661,Muuseum,PER,7
10662,Muusikaakadeemia,ORG,46
10663,Muusikaakadeemia,PER,2
10664,Muusikunen,ORG,1
10665,Muusikunen,PER,4
10666,Muziektheater,LOC,2
10667,Muziektheater,ORG,1
10668,Muzik,LOC,1
10669,Muzik,PER,2
10670,MySQL,ORG,1
10671,MySQL,PER,1
10672,Mya,LOC,2
10673,Mya,ORG,1
10674,Mya,PER,2
10675,Mygale,ORG,1
10676,Mygale,PER,1
10677,Márqueze,ORG,1
10678,Márqueze,PER,2
10679,Mäe,LOC,8
10680,Mäe,PER,41
10681,Mäetamm,ORG,1
10682,Mäetamm,PER,6
10683,Mägi,LOC,3
10684,Mägi,ORG,2
10685,Mägi,PER,222
10686,Mägi Kurdla,ORG,1
10687,Mägi Kurdla,PER,1
10688,Mägi-Karabahh,LOC,2
10689,Mägi-Karabahh,PER,2
10690,Mägi-Karabahhia,LOC,10
10691,Mägi-Karabahhia,PER,2
10692,Mähe,LOC,17
10693,Mähe,PER,1
10694,Mäkinen,ORG,1
10695,Mäkinen,PER,14
10696,Mälk,ORG,1
10697,Mälk,PER,28
10698,Mäll,ORG,2
10699,Mäll,PER,58
10700,Mänd,LOC,1
10701,Mänd,ORG,2
10702,Mänd,PER,25
10703,Männer,ORG,1
10704,Männer,PER,1
10705,Männik,LOC,72
10706,Männik,PER,117
10707,Märg,LOC,1
10708,Märg,PER,1
10709,Märt,LOC,1
10710,Märt,PER,56
10711,Märt Vooglaid,ORG,1
10712,Märt Vooglaid,PER,15
10713,Märtin,LOC,1
10714,Märtin,ORG,1
10715,Märtin,PER,87
10716,Märtin-Kitsing,LOC,1
10717,Märtin-Kitsing,PER,1
10718,Mätas,LOC,1
10719,Mätas,PER,2
10720,Mäx,ORG,2
10721,Mäx,PER,5
10722,MålStyrning AB,ORG,1
10723,MålStyrning AB,PER,1
10724,Mégane,LOC,1
10725,Mégane,PER,8
10726,Mõis,LOC,4
10727,Mõis,PER,356
10728,Mõniste,LOC,7
10729,Mõniste,ORG,2
10730,Mõniste,PER,1
10731,Mõntsa,LOC,3
10732,Mõntsa,PER,3
10733,Mõntsale,ORG,1
10734,Mõntsale,PER,1
10735,Mölder,LOC,13
10736,Mölder,PER,88
10737,Möldre,LOC,1
10738,Möldre,PER,1
10739,Mühlen,LOC,2
10740,Mühlen,PER,5
10741,Müller,LOC,1
10742,Müller,ORG,3
10743,Müller,PER,47
10744,Müller Sass,ORG,1
10745,Müller Sass,PER,8
10746,München,LOC,191
10747,München,ORG,1
10748,München,PER,2
10749,München Bayern,LOC,1
10750,München Bayern,ORG,3
10751,Müürivahe,LOC,24
10752,Müürivahe,ORG,12
10753,Müürivahe,PER,2
10754,Müürsepa Utah Jazz,ORG,1
10755,Müürsepa Utah Jazz,PER,1
10756,Müürsepale,LOC,1
10757,Müürsepale,ORG,1
10758,Müürsepale,PER,2
10759,N Liidu,LOC,2
10760,N Liidu,ORG,226
10761,N Liit,LOC,8
10762,N Liit,ORG,12
10763,N liit,LOC,5
10764,N liit,ORG,48
10765,N-Euro,LOC,1
10766,N-Euro,ORG,2
10767,N-Euro,PER,2
10768,N-Terminaal,LOC,4
10769,N-Terminaal,ORG,14
10770,N-Terminaal,PER,1
10771,N-Terminal,LOC,3
10772,N-Terminal,ORG,11
10773,N-Terminal,PER,1
10774,N-Terminal Grupp,ORG,1
10775,N-Terminal Grupp,PER,4
10776,N. Liit,LOC,108
10777,N. Liit,ORG,84
10778,N. Liit,PER,20
10779,N.liit,LOC,6
10780,N.liit,ORG,6
10781,N.liit,PER,1
10782,NASA,ORG,78
10783,NASA,PER,2
10784,NB,LOC,3
10785,NB,ORG,9
10786,NBA,LOC,2
10787,NBA,ORG,270
10788,NEW Delhi,LOC,12
10789,NEW Delhi,PER,1
10790,NEW York,LOC,5
10791,NEW York,ORG,18
10792,NIN,ORG,3
10793,NIN,PER,1
10794,NL,LOC,3
10795,NL,ORG,30
10796,NP,ORG,15
10797,NP,PER,1
10798,NSV Liidu,LOC,45
10799,NSV Liidu,ORG,154
10800,NSV Liit,LOC,24
10801,NSV Liit,ORG,3
10802,NSV liit,LOC,7
10803,NSV liit,ORG,26
10804,NSVL,LOC,36
10805,NSVL,ORG,60
10806,NSVL,PER,2
10807,NY,LOC,7
10808,NY,ORG,7
10809,NYYD,ORG,33
10810,NYYD,PER,1
10811,Naafa,ORG,1
10812,Naafa,PER,2
10813,Nabucco,LOC,2
10814,Nabucco,PER,6
10815,Nadal,LOC,1
10816,Nadal,ORG,1
10817,Nadal,PER,3
10818,Nadteretshnõi,LOC,1
10819,Nadteretshnõi,ORG,1
10820,Nael,ORG,1
10821,Nael,PER,1
10822,Naerinen,ORG,2
10823,Naerinen,PER,6
10824,Naftar,LOC,1
10825,Naftar,PER,3
10826,Naftari,LOC,1
10827,Naftari,PER,1
10828,Nahasson,ORG,1
10829,Nahasson,PER,1
10830,Nahui,LOC,1
10831,Nahui,ORG,1
10832,Naina,LOC,14
10833,Naina,PER,4
10834,Naina Jeltsina,ORG,1
10835,Naina Jeltsina,PER,6
10836,Naina Jeltsinale,ORG,1
10837,Naina Jeltsinale,PER,1
10838,Naipaul,ORG,1
10839,Naipaul,PER,4
10840,Nairobi,LOC,7
10841,Nairobi,PER,3
10842,Naisson,ORG,1
10843,Naisson,PER,1
10844,Naltshik,LOC,4
10845,Naltshik,ORG,1
10846,Namejs,LOC,1
10847,Namejs,PER,1
10848,Nance,LOC,1
10849,Nance,PER,2
10850,Nancy,LOC,5
10851,Nancy,ORG,6
10852,Nancy,PER,8
10853,Nancys,LOC,1
10854,Nancys,ORG,1
10855,Nangarhar,LOC,5
10856,Nangarhar,PER,1
10857,Nanking,LOC,1
10858,Nanking,ORG,3
10859,Nanking,PER,1
10860,Nano,LOC,1
10861,Nano,ORG,1
10862,Nantes,LOC,11
10863,Nantes,ORG,8
10864,Naoko Sawamats,ORG,2
10865,Naoko Sawamats,PER,1
10866,Naomi Loogna,ORG,1
10867,Naomi Loogna,PER,3
10868,Naoussa,ORG,1
10869,Naoussa,PER,3
10870,Napalm Death,ORG,1
10871,Napalm Death,PER,2
10872,Napoleon,LOC,15
10873,Napoleon,ORG,8
10874,Napoleon,PER,36
10875,Napoli,LOC,22
10876,Napoli,ORG,1
10877,Napster,LOC,1
10878,Napster,ORG,11
10879,Napster,PER,12
10880,Narsutdinov,LOC,1
10881,Narsutdinov,PER,4
10882,Naruhito,LOC,1
10883,Naruhito,ORG,2
10884,Naruhito,PER,1
10885,Narva,LOC,1144
10886,Narva,ORG,3
10887,Narva,PER,8
10888,Narva-Jõesuu,LOC,37
10889,Narva-Jõesuu,ORG,4
10890,Narva-Jõesuus,LOC,1
10891,Narva-Jõesuus,ORG,3
10892,Narziss,ORG,1
10893,Narziss,PER,1
10894,Nas,LOC,1
10895,Nas,ORG,1
10896,Nas,PER,10
10897,Nas-Fil AS,ORG,1
10898,Nas-Fil AS,PER,1
10899,Nasa,LOC,1
10900,Nasa,ORG,1
10901,Nasa,PER,1
10902,Nasdaq,LOC,2
10903,Nasdaq,ORG,6
10904,Nasdaq,PER,11
10905,Nashville,LOC,10
10906,Nashville,PER,1
10907,Nasta,ORG,1
10908,Nasta,PER,1
10909,Nastasja Filippovna,ORG,1
10910,Nastasja Filippovna,PER,1
10911,Natale,ORG,1
10912,Natale,PER,3
10913,Natalia,LOC,11
10914,Natalia,ORG,11
10915,Natalia,PER,42
10916,Natalja,ORG,1
10917,Natalja,PER,34
10918,Nathan,ORG,1
10919,Nathan,PER,1
10920,National Gallerys,ORG,3
10921,National Gallerys,PER,1
10922,National Geographic,ORG,10
10923,National Geographic,PER,2
10924,National Geographicu,ORG,9
10925,National Geographicu,PER,2
10926,Natura Born Killers,ORG,3
10927,Natura Born Killers,PER,1
10928,Nature,LOC,1
10929,Nature,ORG,10
10930,Naumtshik,LOC,1
10931,Naumtshik,PER,1
10932,Nauticus,ORG,1
10933,Nauticus,PER,2
10934,Navesti,LOC,2
10935,Navesti,ORG,1
10936,Navigator,LOC,2
10937,Navigator,PER,1
10938,Navitrolla,LOC,3
10939,Navitrolla,ORG,1
10940,Navitrolla,PER,14
10941,Nawwasti,LOC,2
10942,Nawwasti,ORG,1
10943,Naza,LOC,1
10944,Naza,PER,1
10945,Nazca,LOC,1
10946,Nazca,ORG,1
10947,Nazca,PER,1
10948,Neanila Baranova,ORG,1
10949,Neanila Baranova,PER,1
10950,Nederlandse Opera,ORG,3
10951,Nederlandse Opera,PER,4
10952,Neeme,ORG,2
10953,Neeme,PER,37
10954,Neeme Brus,ORG,2
10955,Neeme Brus,PER,2
10956,Neeme Järvi,ORG,1
10957,Neeme Järvi,PER,56
10958,Neeme Jõgi,LOC,1
10959,Neeme Jõgi,ORG,3
10960,Neeme Jõgi,PER,25
10961,Neeme Kuninga,ORG,5
10962,Neeme Kuninga,PER,5
10963,Neeme Ruus,ORG,1
10964,Neeme Ruus,PER,2
10965,Neeme Väl,ORG,1
10966,Neeme Väl,PER,2
10967,Neeme kuningas,ORG,2
10968,Neeme kuningas,PER,2
10969,Neerut,LOC,3
10970,Neerut,PER,1
10971,Nef,ORG,1
10972,Nef,PER,1
10973,Neff,ORG,2
10974,Neff,PER,2
10975,Nehatu,LOC,4
10976,Nehatu,ORG,3
10977,Nehatu,PER,2
10978,Neil Young,ORG,1
10979,Neil Young,PER,13
10980,Neinar Seli,ORG,2
10981,Neinar Seli,PER,41
10982,Neiser,LOC,1
10983,Neiser,ORG,1
10984,Neiser,PER,1
10985,Neits Maarja,LOC,1
10986,Neits Maarja,ORG,1
10987,Neits Maarja,PER,4
10988,Neitsi Maarja,ORG,1
10989,Neitsi Maarja,PER,7
10990,Neivelt,LOC,1
10991,Neivelt,ORG,1
10992,Neivelt,PER,94
10993,Neivelti,LOC,1
10994,Neivelti,PER,1
10995,Neljanda,LOC,2
10996,Neljanda,ORG,1
10997,Neljas,ORG,1
10998,Neljas,PER,4
10999,Nelli Teataja,ORG,2
11000,Nelli Teataja,PER,14
11001,Nelly,LOC,2
11002,Nelly,PER,3
11003,Nelonen,ORG,2
11004,Nelonen,PER,4
11005,Nelss,ORG,1
11006,Nelss,PER,1
11007,Neo,LOC,1
11008,Neo,PER,3
11009,Nepaal,LOC,27
11010,Nepaal,ORG,1
11011,Nepetsõno,LOC,1
11012,Nepetsõno,ORG,1
11013,Nepetsõno,PER,4
11014,Neptun,LOC,3
11015,Neptun,ORG,4
11016,Neptun,PER,6
11017,Neptunes,LOC,1
11018,Neptunes,PER,9
11019,Neptuun,LOC,3
11020,Neptuun,PER,1
11021,Nero Wolfe,ORG,1
11022,Nero Wolfe,PER,4
11023,Neste,LOC,1
11024,Neste,ORG,233
11025,Nestle,ORG,9
11026,Nestle,PER,5
11027,Netanyahule,ORG,2
11028,Netanyahule,PER,6
11029,Neti,ORG,1
11030,Neti,PER,7
11031,Netscape,LOC,8
11032,Netscape,ORG,4
11033,Netscape,PER,1
11034,Netscape Communicator,ORG,1
11035,Netscape Communicator,PER,1
11036,Netscape Navigator,ORG,2
11037,Netscape Navigator,PER,2
11038,Netware,ORG,3
11039,Netware,PER,4
11040,Neubauten,LOC,1
11041,Neubauten,ORG,1
11042,Neubauten,PER,1
11043,Neues Deutschland,ORG,1
11044,Neues Deutschland,PER,1
11045,Neues Leben,ORG,2
11046,Neues Leben,PER,1
11047,Neuland,LOC,1
11048,Neuland,PER,2
11049,Neuseda,LOC,1
11050,Neuseda,PER,4
11051,Neustadt,LOC,1
11052,Neustadt,ORG,1
11053,Nevada,LOC,1
11054,Nevada,ORG,3
11055,Nevada,PER,3
11056,Neverdie,LOC,2
11057,Neverdie,ORG,2
11058,Neverdie,PER,11
11059,Nevskaja Sushka,ORG,1
11060,Nevskaja Sushka,PER,1
11061,Nevski,ORG,1
11062,Nevski,PER,19
11063,New,LOC,80
11064,New,PER,8
11065,New Age,LOC,3
11066,New Age,ORG,16
11067,New Age,PER,8
11068,New Jersey,LOC,3
11069,New Jersey,ORG,53
11070,New Jersey,PER,1
11071,New Mexico,LOC,3
11072,New Mexico,ORG,1
11073,New Order,ORG,2
11074,New Order,PER,23
11075,New Orderi,ORG,1
11076,New Orderi,PER,1
11077,New Orleans,LOC,14
11078,New Orleans,ORG,2
11079,New Orleans,PER,1
11080,New York,LOC,215
11081,New York,ORG,840
11082,New York,PER,9
11083,New York Chelsea,LOC,1
11084,New York Chelsea,ORG,1
11085,New York City,LOC,5
11086,New York City,ORG,3
11087,New York Little,ORG,1
11088,New York Little,PER,1
11089,New Yorker,ORG,2
11090,New Yorker,PER,2
11091,Newcastle,LOC,22
11092,Newcastle,ORG,4
11093,Newman,ORG,1
11094,Newman,PER,5
11095,News,ORG,3
11096,News,PER,9
11097,News Corp,ORG,1
11098,News Corp,PER,3
11099,News Service,ORG,11
11100,News Service,PER,3
11101,Newsweek,LOC,2
11102,Newsweek,ORG,9
11103,Newsweek,PER,4
11104,Next,LOC,5
11105,Next,ORG,2
11106,Next,PER,2
11107,Niagaara,LOC,1
11108,Niagaara,ORG,1
11109,Nice,LOC,2
11110,Nice,ORG,2
11111,Nicole,ORG,1
11112,Nicole,PER,4
11113,Nicosia,LOC,1
11114,Nicosia,PER,2
11115,Niddelfart,LOC,1
11116,Niddelfart,PER,1
11117,Nielsen-Stokkeby,LOC,1
11118,Nielsen-Stokkeby,ORG,1
11119,Nietzsche,LOC,4
11120,Nietzsche,ORG,8
11121,Nietzsche,PER,33
11122,Nietzschele,ORG,2
11123,Nietzschele,PER,1
11124,Nightman,LOC,4
11125,Nightman,ORG,1
11126,Nightman,PER,10
11127,Nigul Saar,LOC,2
11128,Nigul Saar,PER,1
11129,Niguliste,LOC,65
11130,Niguliste,ORG,11
11131,Niguliste,PER,15
11132,Niida,LOC,1
11133,Niida,PER,2
11134,Niidu,ORG,1
11135,Niidu,PER,2
11136,Niika,LOC,2
11137,Niika,ORG,1
11138,Niika,PER,1
11139,Niilus,LOC,21
11140,Niilus,PER,20
11141,Niina,LOC,15
11142,Niina,PER,34
11143,Niinivirta,LOC,1
11144,Niinivirta,PER,3
11145,Niit,LOC,1
11146,Niit,PER,4
11147,Nikaraagua,LOC,2
11148,Nikaraagua,PER,1
11149,Nike,LOC,6
11150,Nike,ORG,36
11151,Nike,PER,22
11152,Nikitin,ORG,1
11153,Nikitin,PER,72
11154,Nilesat,ORG,1
11155,Nilesat,PER,3
11156,Nilla,ORG,1
11157,Nilla,PER,2
11158,Nime,LOC,1
11159,Nime,PER,1
11160,Nimetu,LOC,1
11161,Nimetu,ORG,1
11162,Nimetu,PER,1
11163,Nina,LOC,3
11164,Nina,PER,1
11165,Nina Leonova,LOC,1
11166,Nina Leonova,PER,4
11167,Ninja,ORG,2
11168,Ninja,PER,7
11169,Ninja Tune,ORG,4
11170,Ninja Tune,PER,1
11171,Ninniku,ORG,2
11172,Ninniku,PER,1
11173,Nintendo,ORG,2
11174,Nintendo,PER,6
11175,Niobrara,LOC,1
11176,Niobrara,PER,1
11177,Nirk,ORG,1
11178,Nirk,PER,3
11179,Nirvana,ORG,6
11180,Nirvana,PER,15
11181,Nirvanale,ORG,2
11182,Nirvanale,PER,1
11183,Nis,LOC,2
11184,Nis,ORG,1
11185,Nissan,LOC,18
11186,Nissan,ORG,12
11187,Nissan,PER,41
11188,Nissan Almera,ORG,2
11189,Nissan Almera,PER,11
11190,Nissan Balt,ORG,1
11191,Nissan Balt,PER,4
11192,Nissan Maxima,ORG,2
11193,Nissan Maxima,PER,2
11194,Nissan Micra,ORG,1
11195,Nissan Micra,PER,5
11196,Nissan Patrol,ORG,1
11197,Nissan Patrol,PER,5
11198,Nissan Primera,ORG,2
11199,Nissan Primera,PER,6
11200,Nissan Primeraga,ORG,1
11201,Nissan Primeraga,PER,2
11202,Nissan Terrano,ORG,1
11203,Nissan Terrano,PER,1
11204,Nitrofert,LOC,5
11205,Nitrofert,ORG,22
11206,Nitrofert,PER,1
11207,Niva,LOC,1
11208,Niva,ORG,3
11209,Niva,PER,11
11210,Nivea,ORG,2
11211,Nivea,PER,1
11212,Nixon,LOC,5
11213,Nixon,ORG,3
11214,Nixon,PER,9
11215,Nizhn Novgorod,LOC,1
11216,Nizhn Novgorod,ORG,4
11217,Njuu,LOC,1
11218,Njuu,PER,2
11219,Nobiles,ORG,1
11220,Nobiles,PER,5
11221,Noir,LOC,1
11222,Noir,ORG,1
11223,Noisy Nation,ORG,8
11224,Noisy Nation,PER,14
11225,Noisy Nationi,ORG,1
11226,Noisy Nationi,PER,1
11227,Nokia,LOC,322
11228,Nokia,PER,2
11229,Nomura,LOC,4
11230,Nomura,ORG,9
11231,Nomura,PER,44
11232,Nomura International,ORG,27
11233,Nomura International,PER,9
11234,Nomura Securities,ORG,1
11235,Nomura Securities,PER,1
11236,Nomuraga,ORG,1
11237,Nomuraga,PER,1
11238,Nomurale,ORG,1
11239,Nomurale,PER,1
11240,Non Grata,ORG,5
11241,Non Grata,PER,4
11242,Non Gratas,ORG,1
11243,Non Gratas,PER,1
11244,Nool,ORG,10
11245,Nool,PER,176
11246,Noole,ORG,2
11247,Noole,PER,1
11248,Noor-Eesti,LOC,1
11249,Noor-Eesti,ORG,1
11250,Noormets,LOC,1
11251,Noormets,PER,71
11252,Nooru,LOC,1
11253,Nooru,ORG,1
11254,Noorus,LOC,1
11255,Noorus,ORG,4
11256,Norbalt,LOC,1
11257,Norbalt,ORG,1
11258,Nordbanken,ORG,5
11259,Nordbanken,PER,1
11260,Norden,LOC,5
11261,Norden,PER,2
11262,Norderstedt,LOC,2
11263,Norderstedt,ORG,1
11264,Nordesk,LOC,2
11265,Nordesk,ORG,4
11266,Nordeuropa,LOC,1
11267,Nordeuropa,ORG,1
11268,Nordic Metal Works,ORG,4
11269,Nordic Metal Works,PER,1
11270,Nordika,LOC,1
11271,Nordika,ORG,18
11272,Nordika,PER,9
11273,Norfe,ORG,1
11274,Norfe,PER,1
11275,Norma,LOC,1
11276,Norma,ORG,233
11277,Norma,PER,6
11278,Normak,LOC,1
11279,Normak,ORG,3
11280,Normak,PER,10
11281,Normandia,LOC,19
11282,Normandia,ORG,1
11283,Normet,ORG,16
11284,Normet,PER,9
11285,Norris,ORG,1
11286,Norris,PER,3
11287,Nortel Networks,ORG,1
11288,Nortel Networks,PER,1
11289,North,LOC,1
11290,North,ORG,1
11291,North,PER,2
11292,Northwest,LOC,1
11293,Northwest,ORG,1
11294,Norvasc,LOC,2
11295,Norvasc,ORG,5
11296,Norvasc,PER,6
11297,Notke,LOC,2
11298,Notke,ORG,1
11299,Notke,PER,3
11300,Notorious B,ORG,1
11301,Notorious B,PER,3
11302,Notre Dame,ORG,2
11303,Notre Dame,PER,2
11304,Notsu,ORG,1
11305,Notsu,PER,1
11306,Nottingham,LOC,13
11307,Nottingham,ORG,1
11308,Nou Camp,ORG,1
11309,Nou Camp,PER,1
11310,Noureddine Morcel,ORG,1
11311,Noureddine Morcel,PER,1
11312,Novartis,LOC,2
11313,Novartis,ORG,4
11314,Novembris,LOC,1
11315,Novembris,ORG,2
11316,Novi Sad,LOC,1
11317,Novi Sad,ORG,2
11318,Novodevitsh,LOC,11
11319,Novodevitsh,PER,2
11320,Novogrudok,LOC,6
11321,Novogrudok,ORG,1
11322,Novoje Vremja,ORG,4
11323,Novoje Vremja,PER,2
11324,Nowe Panga,ORG,3
11325,Nowe Panga,PER,1
11326,Nowhere,ORG,1
11327,Nowhere,PER,1
11328,Nozhai-Jurt,LOC,2
11329,Nozhai-Jurt,ORG,1
11330,Nubira,ORG,1
11331,Nubira,PER,1
11332,Nuff-Nuff,ORG,1
11333,Nuff-Nuff,PER,1
11334,Nugis,ORG,3
11335,Nugis,PER,28
11336,Numan,ORG,1
11337,Numan,PER,1
11338,Nunne,LOC,2
11339,Nunne,ORG,6
11340,Nur,LOC,1
11341,Nur,ORG,1
11342,Nurk,LOC,2
11343,Nurk,PER,8
11344,Nurre,LOC,1
11345,Nurre,PER,7
11346,Nussuke,ORG,1
11347,Nussuke,PER,1
11348,Nutek,ORG,2
11349,Nutek,PER,3
11350,Nuu,LOC,1
11351,Nuu,PER,3
11352,Nwankwo kana,ORG,2
11353,Nwankwo kana,PER,1
11354,Nyah,LOC,1
11355,Nyah,PER,2
11356,Nybit,LOC,8
11357,Nybit,ORG,8
11358,Nybit,PER,35
11359,Nycome Sefa,ORG,1
11360,Nycome Sefa,PER,1
11361,Nyingma,LOC,1
11362,Nyingma,PER,1
11363,Nyrock City,LOC,1
11364,Nyrock City,PER,1
11365,Nyrok City,ORG,3
11366,Nyrok City,PER,2
11367,Nyyd-Ensemble,LOC,1
11368,Nyyd-Ensemble,ORG,3
11369,Nädalis,ORG,1
11370,Nädalis,PER,1
11371,Nõmme,LOC,418
11372,Nõmme,ORG,28
11373,Nõmme,PER,24
11374,Nõmme Chickens,LOC,1
11375,Nõmme Chickens,PER,1
11376,Nõmme KJK,LOC,1
11377,Nõmme KJK,ORG,5
11378,Nõmme SBK,ORG,2
11379,Nõmme SBK,PER,1
11380,Nõmmik,LOC,1
11381,Nõmmik,ORG,1
11382,Nõmmik,PER,7
11383,Nõo,LOC,2
11384,Nõo,ORG,4
11385,Nõu,LOC,1
11386,Nõu,PER,1
11387,Nõukogu Liidu,LOC,272
11388,Nõukogu Liidu,ORG,36
11389,Nõukogu Liidu,PER,1
11390,Nüganen,LOC,1
11391,Nüganen,ORG,3
11392,Nüganen,PER,121
11393,Nüke,LOC,1
11394,Nüke,ORG,13
11395,Nüke,PER,2
11396,Nüld,ORG,1
11397,Nüld,PER,1
11398,Nürburgring,LOC,1
11399,Nürburgring,ORG,2
11400,Nürburgring,PER,3
11401,Nürnberg,LOC,44
11402,Nürnberg,PER,1
11403,O,ORG,32
11404,O,PER,153
11405,OMD,ORG,4
11406,OMD,PER,1
11407,Oasis,LOC,12
11408,Oasis,ORG,4
11409,Oasis,PER,15
11410,Oaxaca,LOC,15
11411,Oaxaca,PER,1
11412,Ob,LOC,13
11413,Ob,PER,1
11414,Oban,LOC,1
11415,Oban,ORG,1
11416,Oban,PER,3
11417,Ober Haus,ORG,13
11418,Ober Haus,PER,19
11419,Ober-Haus,LOC,4
11420,Ober-Haus,ORG,3
11421,OberHaus,ORG,3
11422,OberHaus,PER,7
11423,Oberhaus,ORG,1
11424,Oberhaus,PER,4
11425,Oberhausen,LOC,1
11426,Oberhausen,PER,2
11427,Oberschneider,ORG,1
11428,Oberschneider,PER,12
11429,Oberstdorf,LOC,1
11430,Oberstdorf,ORG,1
11431,Obolon,LOC,2
11432,Obolon,PER,1
11433,Observer,ORG,6
11434,Observer,PER,3
11435,Ocean Colour Scene,ORG,1
11436,Ocean Colour Scene,PER,2
11437,Octave One,ORG,1
11438,Octave One,PER,1
11439,Odense,LOC,2
11440,Odense,ORG,2
11441,Odense,PER,2
11442,Odense BK,ORG,1
11443,Odense BK,PER,1
11444,Odessa,LOC,47
11445,Odessa,ORG,1
11446,Odessa,PER,1
11447,Odin,LOC,2
11448,Odin,ORG,1
11449,Odin,PER,2
11450,Odra,ORG,1
11451,Odra,PER,3
11452,Odyssey,LOC,1
11453,Odyssey,PER,1
11454,Ofelia,LOC,6
11455,Ofelia,ORG,40
11456,Ofelia,PER,37
11457,Ofeliale,LOC,1
11458,Ofeliale,PER,2
11459,Ofeliat,ORG,1
11460,Ofeliat,PER,3
11461,Office,LOC,1
11462,Office,ORG,1
11463,Office,PER,5
11464,Offspring,ORG,2
11465,Offspring,PER,6
11466,Ogilvy,LOC,1
11467,Ogilvy,PER,20
11468,Ogonjok,LOC,1
11469,Ogonjok,ORG,4
11470,Ogonjok,PER,1
11471,Oidipu,LOC,2
11472,Oidipu,PER,1
11473,Oidipus,LOC,4
11474,Oidipus,PER,4
11475,Oikeutta Eläimille,ORG,1
11476,Oikeutta Eläimille,PER,1
11477,Oil Shale,ORG,1
11478,Oil Shale,PER,3
11479,Oilers,ORG,5
11480,Oilers,PER,1
11481,Oilio,LOC,1
11482,Oilio,PER,1
11483,Oinas,LOC,1
11484,Oinas,PER,1
11485,Ojars Petersons,ORG,1
11486,Ojars Petersons,PER,3
11487,Ojassoo,ORG,1
11488,Ojassoo,PER,5
11489,Ojastule,ORG,1
11490,Ojastule,PER,1
11491,Ojaver,ORG,2
11492,Ojaver,PER,19
11493,Ojuland,LOC,1
11494,Ojuland,PER,4
11495,Okas,LOC,1
11496,Okas,PER,24
11497,Oke,ORG,1
11498,Oke,PER,1
11499,Oki,LOC,1
11500,Oki,PER,1
11501,Okioc,ORG,1
11502,Okioc,PER,1
11503,Oklahoma City,LOC,1
11504,Oklahoma City,ORG,1
11505,Okr,ORG,1
11506,Okr,PER,1
11507,Oksana,LOC,1
11508,Oksana,PER,4
11509,Oksana Jermakova,ORG,1
11510,Oksana Jermakova,PER,21
11511,Oksept,LOC,5
11512,Oksept,ORG,2
11513,Oksept,PER,6
11514,Oktoober,LOC,1
11515,Oktoober,ORG,1
11516,Oktoober,PER,2
11517,Ol Karlsa,ORG,2
11518,Ol Karlsa,PER,4
11519,Olainfarm,LOC,3
11520,Olainfarm,PER,1
11521,Olari,ORG,2
11522,Olari,PER,4
11523,Olari Elts,ORG,5
11524,Olari Elts,PER,43
11525,Olari Taal,ORG,10
11526,Olari Taal,PER,117
11527,Old,LOC,1
11528,Old,PER,1
11529,Olde,LOC,16
11530,Olde,ORG,3
11531,Olde,PER,13
11532,Olde Hansa,LOC,1
11533,Olde Hansa,ORG,6
11534,Olde Hansa,PER,4
11535,Oldfield,LOC,1
11536,Oldfield,PER,3
11537,Olegs Tillbergs,ORG,3
11538,Olegs Tillbergs,PER,1
11539,Olep,ORG,1
11540,Olep,PER,11
11541,Olesk,ORG,3
11542,Olesk,PER,12
11543,Olev,ORG,6
11544,Olev,PER,32
11545,Olev maa,ORG,2
11546,Olev maa,PER,1
11547,Olevimäe,LOC,7
11548,Olevimäe,ORG,6
11549,Olevimäe,PER,1
11550,Oleviste,LOC,2
11551,Oleviste,ORG,12
11552,Olion,ORG,11
11553,Olion,PER,6
11554,Olivett,LOC,7
11555,Olivett,ORG,1
11556,Olivett,PER,3
11557,Olivia,LOC,11
11558,Olivia,ORG,1
11559,Olivia,PER,15
11560,Olja,ORG,1
11561,Olja,PER,13
11562,Olli,LOC,5
11563,Olli,ORG,2
11564,Olli,PER,10
11565,Ollik,ORG,2
11566,Ollik,PER,2
11567,Olovernes,ORG,1
11568,Olovernes,PER,7
11569,Olympia,LOC,3
11570,Olympia,ORG,1
11571,Olympia,PER,5
11572,Olympiakos,LOC,1
11573,Olympiakos,ORG,4
11574,Olympiakos,PER,2
11575,Olümpiada,ORG,1
11576,Olümpiada,PER,3
11577,Olümpiada Treštšina,ORG,1
11578,Olümpiada Treštšina,PER,2
11579,Olümpial,ORG,3
11580,Olümpial,PER,2
11581,Omarska,ORG,1
11582,Omarska,PER,1
11583,Ome,LOC,4
11584,Ome,ORG,2
11585,Ome,PER,1
11586,OmniTRAX,ORG,4
11587,OmniTRAX,PER,2
